"","gold_price_dates","prices"
"3923",1989-09-28,189.55032763
"3924",1989-09-29,190.22589565
"3925",1989-09-30,190.22589565
"3926",1989-10-01,190.22589565
"3927",1989-10-02,193.748367025
"3928",1989-10-03,190.61033491
"3929",1989-10-04,191.23924768
"3930",1989-10-05,189.16028974
"3931",1989-10-06,188.89031136
"3932",1989-10-07,188.89031136
"3933",1989-10-08,188.89031136
"3934",1989-10-09,191.15029167
"3935",1989-10-10,189.36370663
"3936",1989-10-11,189.8433226
"3937",1989-10-12,189.63741743
"3938",1989-10-13,189.057959225
"3939",1989-10-14,189.057959225
"3940",1989-10-15,189.057959225
"3941",1989-10-16,191.339089915
"3942",1989-10-17,190.644859795
"3943",1989-10-18,191.13660613
"3944",1989-10-19,192.054470415
"3945",1989-10-20,190.668498455
"3946",1989-10-21,190.668498455
"3947",1989-10-22,190.668498455
"3948",1989-10-23,188.87849203
"3949",1989-10-24,188.95749492
"3950",1989-10-25,191.25231115
"3951",1989-10-26,190.615000435
"3952",1989-10-27,193.45257274
"3953",1989-10-28,193.45257274
"3954",1989-10-29,193.45257274
"3955",1989-10-30,196.857472885
"3956",1989-10-31,196.254064985
"3957",1989-11-01,194.2911231
"3958",1989-11-02,197.1588658
"3959",1989-11-03,199.294743145
"3960",1989-11-04,199.294743145
"3961",1989-11-05,199.294743145
"3962",1989-11-06,197.12091953
"3963",1989-11-07,200.97153283
"3964",1989-11-08,200.60575567
"3965",1989-11-09,202.37741103
"3966",1989-11-10,202.47009946
"3967",1989-11-11,202.47009946
"3968",1989-11-12,202.47009946
"3969",1989-11-13,202.88004359
"3970",1989-11-14,203.078794955
"3971",1989-11-15,205.7558732
"3972",1989-11-16,205.18045845
"3973",1989-11-17,206.94900346
"3974",1989-11-18,206.94900346
"3975",1989-11-19,206.94900346
"3976",1989-11-20,206.419932925
"3977",1989-11-21,208.48178394
"3978",1989-11-22,214.947890555
"3979",1989-11-23,215.658916565
"3980",1989-11-24,217.816255325
"3981",1989-11-25,217.816255325
"3982",1989-11-26,217.816255325
"3983",1989-11-27,215.24057449
"3984",1989-11-28,215.212892375
"3985",1989-11-29,215.59764267
"3986",1989-11-30,214.04931044
"3987",1989-12-01,216.88035101
"3988",1989-12-02,216.88035101
"3989",1989-12-03,216.88035101
"3990",1989-12-04,215.405112005
"3991",1989-12-05,211.539569025
"3992",1989-12-06,210.609574375
"3993",1989-12-07,212.671736425
"3994",1989-12-08,214.098142935
"3995",1989-12-09,214.098142935
"3996",1989-12-10,214.098142935
"3997",1989-12-11,213.83345215
"3998",1989-12-12,216.657338915
"3999",1989-12-13,217.451722305
"4000",1989-12-14,215.051776245
"4001",1989-12-15,217.393247725
"4002",1989-12-16,217.393247725
"4003",1989-12-17,217.393247725
"4004",1989-12-18,213.484781915
"4005",1989-12-19,217.752182115
"4006",1989-12-20,216.93198282
"4007",1989-12-21,217.28220823
"4008",1989-12-22,214.886305625
"4009",1989-12-23,214.886305625
"4010",1989-12-24,214.886305625
"4011",1989-12-25,214.886305625
"4012",1989-12-26,214.886305625
"4013",1989-12-27,212.939848595
"4014",1989-12-28,209.03853659
"4015",1989-12-29,206.0544668
"4016",1989-12-30,206.0544668
"4017",1989-12-31,206.0544668
"4018",1990-01-01,206.0544668
"4019",1990-01-02,210.40522438
"4020",1990-01-03,208.40215898
"4021",1990-01-04,208.82081209
"4022",1990-01-05,213.101586795
"4023",1990-01-06,213.101586795
"4024",1990-01-07,213.101586795
"4025",1990-01-08,209.29731771
"4026",1990-01-09,212.356969005
"4027",1990-01-10,215.071682485
"4028",1990-01-11,216.903678635
"4029",1990-01-12,219.33255095
"4030",1990-01-13,219.33255095
"4031",1990-01-14,219.33255095
"4032",1990-01-15,217.64611918
"4033",1990-01-16,217.76493455
"4034",1990-01-17,216.38393915
"4035",1990-01-18,218.237396715
"4036",1990-01-19,215.545077755
"4037",1990-01-20,215.545077755
"4038",1990-01-21,215.545077755
"4039",1990-01-22,214.125514015
"4040",1990-01-23,215.869798295
"4041",1990-01-24,222.05286306
"4042",1990-01-25,217.937558975
"4043",1990-01-26,219.847935945
"4044",1990-01-27,219.847935945
"4045",1990-01-28,219.847935945
"4046",1990-01-29,218.822764585
"4047",1990-01-30,219.47002842
"4048",1990-01-31,219.000676605
"4049",1990-02-01,219.531302315
"4050",1990-02-02,220.41122033
"4051",1990-02-03,220.41122033
"4052",1990-02-04,220.41122033
"4053",1990-02-05,218.997566255
"4054",1990-02-06,221.87619518
"4055",1990-02-07,223.19747186
"4056",1990-02-08,220.335638825
"4057",1990-02-09,220.43237071
"4058",1990-02-10,220.43237071
"4059",1990-02-11,220.43237071
"4060",1990-02-12,221.99314434
"4061",1990-02-13,220.609349625
"4062",1990-02-14,218.687775395
"4063",1990-02-15,219.453543565
"4064",1990-02-16,218.33350653
"4065",1990-02-17,218.33350653
"4066",1990-02-18,218.33350653
"4067",1990-02-19,217.095898265
"4068",1990-02-20,221.914452485
"4069",1990-02-21,222.053174095
"4070",1990-02-22,220.89643493
"4071",1990-02-23,219.835494545
"4072",1990-02-24,219.835494545
"4073",1990-02-25,219.835494545
"4074",1990-02-26,215.355346405
"4075",1990-02-27,216.18860917
"4076",1990-02-28,216.40073504
"4077",1990-03-01,215.464830725
"4078",1990-03-02,215.162504705
"4079",1990-03-03,215.162504705
"4080",1990-03-04,215.162504705
"4081",1990-03-05,211.183122915
"4082",1990-03-06,215.02036171
"4083",1990-03-07,212.353236585
"4084",1990-03-08,212.61357288
"4085",1990-03-09,212.019807065
"4086",1990-03-10,212.019807065
"4087",1990-03-11,212.019807065
"4088",1990-03-12,209.941471195
"4089",1990-03-13,211.37378737
"4090",1990-03-14,210.77037947
"4091",1990-03-15,212.114983775
"4092",1990-03-16,212.564740385
"4093",1990-03-17,212.564740385
"4094",1990-03-18,212.564740385
"4095",1990-03-19,211.807059125
"4096",1990-03-20,212.499423035
"4097",1990-03-21,209.059375935
"4098",1990-03-22,208.982861325
"4099",1990-03-23,209.92436427
"4100",1990-03-24,209.92436427
"4101",1990-03-25,209.92436427
"4102",1990-03-26,195.14522521
"4103",1990-03-27,196.89261984
"4104",1990-03-28,197.421690375
"4105",1990-03-29,198.33768845
"4106",1990-03-30,197.0220104
"4107",1990-03-31,197.0220104
"4108",1990-04-01,197.0220104
"4109",1990-04-02,200.92798793
"4110",1990-04-03,203.294653245
"4111",1990-04-04,200.38865324
"4112",1990-04-05,201.978975195
"4113",1990-04-06,202.290632265
"4114",1990-04-07,202.290632265
"4115",1990-04-08,202.290632265
"4116",1990-04-09,199.38712054
"4117",1990-04-10,199.93392007
"4118",1990-04-11,200.859249195
"4119",1990-04-12,199.160998095
"4120",1990-04-13,199.160998095
"4121",1990-04-14,199.160998095
"4122",1990-04-15,199.160998095
"4123",1990-04-16,199.160998095
"4124",1990-04-17,200.841209165
"4125",1990-04-18,201.444617065
"4126",1990-04-19,201.82376873
"4127",1990-04-20,202.721104705
"4128",1990-04-21,202.721104705
"4129",1990-04-22,202.721104705
"4130",1990-04-23,203.263549745
"4131",1990-04-24,203.27692425
"4132",1990-04-25,200.32644624
"4133",1990-04-26,200.886620275
"4134",1990-04-27,200.862359545
"4135",1990-04-28,200.862359545
"4136",1990-04-29,200.862359545
"4137",1990-04-30,198.417624445
"4138",1990-05-01,199.45057168
"4139",1990-05-02,200.256463365
"4140",1990-05-03,199.23782374
"4141",1990-05-04,196.18905867
"4142",1990-05-05,196.18905867
"4143",1990-05-06,196.18905867
"4144",1990-05-07,196.18905867
"4145",1990-05-08,199.97933118
"4146",1990-05-09,199.082617275
"4147",1990-05-10,199.676694125
"4148",1990-05-11,198.109077725
"4149",1990-05-12,198.109077725
"4150",1990-05-13,198.109077725
"4151",1990-05-14,196.20336628
"4152",1990-05-15,197.877667685
"4153",1990-05-16,198.8322341
"4154",1990-05-17,198.163197815
"4155",1990-05-18,198.163197815
"4156",1990-05-19,198.163197815
"4157",1990-05-20,198.163197815
"4158",1990-05-21,199.01636682
"4159",1990-05-22,201.61039872
"4160",1990-05-23,195.849097415
"4161",1990-05-24,197.432887635
"4162",1990-05-25,194.93683176
"4163",1990-05-26,194.93683176
"4164",1990-05-27,194.93683176
"4165",1990-05-28,194.93683176
"4166",1990-05-29,198.891641785
"4167",1990-05-30,198.02105482
"4168",1990-05-31,195.811151145
"4169",1990-06-01,196.29481057
"4170",1990-06-02,196.29481057
"4171",1990-06-03,196.29481057
"4172",1990-06-04,190.891199515
"4173",1990-06-05,193.7934671
"4174",1990-06-06,194.430155745
"4175",1990-06-07,191.074710165
"4176",1990-06-08,191.442975605
"4177",1990-06-09,191.442975605
"4178",1990-06-10,191.442975605
"4179",1990-06-11,189.762764535
"4180",1990-06-12,192.583229915
"4181",1990-06-13,189.377081135
"4182",1990-06-14,187.39050059
"4183",1990-06-15,187.62813133
"4184",1990-06-16,187.62813133
"4185",1990-06-17,187.62813133
"4186",1990-06-18,187.018191695
"4187",1990-06-19,188.792335335
"4188",1990-06-20,187.820039925
"4189",1990-06-21,189.324827255
"4190",1990-06-22,188.59047362
"4191",1990-06-23,188.59047362
"4192",1990-06-24,188.59047362
"4193",1990-06-25,189.479100615
"4194",1990-06-26,189.02032399
"4195",1990-06-27,189.963071075
"4196",1990-06-28,191.123231625
"4197",1990-06-29,190.99228589
"4198",1990-06-30,190.99228589
"4199",1990-07-01,190.99228589
"4200",1990-07-02,195.41147117
"4201",1990-07-03,195.925612025
"4202",1990-07-04,195.433554655
"4203",1990-07-05,194.91692552
"4204",1990-07-06,195.67398471
"4205",1990-07-07,195.67398471
"4206",1990-07-08,195.67398471
"4207",1990-07-09,193.62924062
"4208",1990-07-10,191.04142942
"4209",1990-07-11,191.40845072
"4210",1990-07-12,192.515424285
"4211",1990-07-13,197.2459556
"4212",1990-07-14,197.2459556
"4213",1990-07-15,197.2459556
"4214",1990-07-16,194.15115735
"4215",1990-07-17,195.280525435
"4216",1990-07-18,193.6068461
"4217",1990-07-19,196.265262245
"4218",1990-07-20,195.297321325
"4219",1990-07-21,195.297321325
"4220",1990-07-22,195.297321325
"4221",1990-07-23,196.29481057
"4222",1990-07-24,199.643102345
"4223",1990-07-25,201.44555017
"4224",1990-07-26,199.72677076
"4225",1990-07-27,198.4838749
"4226",1990-07-28,198.4838749
"4227",1990-07-29,198.4838749
"4228",1990-07-30,196.34084375
"4229",1990-07-31,200.8415202
"4230",1990-08-01,200.05522372
"4231",1990-08-02,205.555255625
"4232",1990-08-03,204.35870398
"4233",1990-08-04,204.35870398
"4234",1990-08-05,204.35870398
"4235",1990-08-06,203.182058575
"4236",1990-08-07,205.99599222
"4237",1990-08-08,207.499846445
"4238",1990-08-09,206.790064575
"4239",1990-08-10,210.511287315
"4240",1990-08-11,210.511287315
"4241",1990-08-12,210.511287315
"4242",1990-08-13,217.59510944
"4243",1990-08-14,221.50855181
"4244",1990-08-15,213.927695755
"4245",1990-08-16,216.155950495
"4246",1990-08-17,220.234863485
"4247",1990-08-18,220.234863485
"4248",1990-08-19,220.234863485
"4249",1990-08-20,216.658583055
"4250",1990-08-21,222.72469866
"4251",1990-08-22,220.047620415
"4252",1990-08-23,221.50792974
"4253",1990-08-24,220.698927705
"4254",1990-08-25,220.698927705
"4255",1990-08-26,220.698927705
"4256",1990-08-27,220.698927705
"4257",1990-08-28,209.593111995
"4258",1990-08-29,207.620528025
"4259",1990-08-30,211.680156845
"4260",1990-08-31,211.000856405
"4261",1990-09-01,211.000856405
"4262",1990-09-02,211.000856405
"4263",1990-09-03,211.941426245
"4264",1990-09-04,208.94335988
"4265",1990-09-05,208.447881125
"4266",1990-09-06,211.433817125
"4267",1990-09-07,211.149531135
"4268",1990-09-08,211.149531135
"4269",1990-09-09,211.149531135
"4270",1990-09-10,213.75444926
"4271",1990-09-11,209.171970605
"4272",1990-09-12,210.355769815
"4273",1990-09-13,211.27301203
"4274",1990-09-14,214.0418456
"4275",1990-09-15,214.0418456
"4276",1990-09-16,214.0418456
"4277",1990-09-17,214.48475944
"4278",1990-09-18,213.967508235
"4279",1990-09-19,215.04773279
"4280",1990-09-20,216.626235415
"4281",1990-09-21,219.535656805
"4282",1990-09-22,219.535656805
"4283",1990-09-23,219.535656805
"4284",1990-09-24,219.60999417
"4285",1990-09-25,226.93486842
"4286",1990-09-26,226.45152003
"4287",1990-09-27,226.31777498
"4288",1990-09-28,228.085386885
"4289",1990-09-29,228.085386885
"4290",1990-09-30,228.085386885
"4291",1990-10-01,228.325505905
"4292",1990-10-02,217.698684095
"4293",1990-10-03,217.88312785
"4294",1990-10-04,222.10014038
"4295",1990-10-05,221.961729805
"4296",1990-10-06,221.961729805
"4297",1990-10-07,221.961729805
"4298",1990-10-08,214.902479445
"4299",1990-10-09,222.77322012
"4300",1990-10-10,219.45323253
"4301",1990-10-11,217.04271128
"4302",1990-10-12,217.171168735
"4303",1990-10-13,217.171168735
"4304",1990-10-14,217.171168735
"4305",1990-10-15,212.151685905
"4306",1990-10-16,204.46507795
"4307",1990-10-17,205.894905845
"4308",1990-10-18,206.235178135
"4309",1990-10-19,209.473674555
"4310",1990-10-20,209.473674555
"4311",1990-10-21,209.473674555
"4312",1990-10-22,211.13366835
"4313",1990-10-23,208.7977955
"4314",1990-10-24,208.684889795
"4315",1990-10-25,211.33210868
"4316",1990-10-26,210.30258283
"4317",1990-10-27,210.30258283
"4318",1990-10-28,210.30258283
"4319",1990-10-29,207.69362125
"4320",1990-10-30,210.776289135
"4321",1990-10-31,214.459565605
"4322",1990-11-01,213.77808792
"4323",1990-11-02,213.83096387
"4324",1990-11-03,213.83096387
"4325",1990-11-04,213.83096387
"4326",1990-11-05,210.006788545
"4327",1990-11-06,213.53548062
"4328",1990-11-07,216.17119121
"4329",1990-11-08,217.140687305
"4330",1990-11-09,217.0091195
"4331",1990-11-10,217.0091195
"4332",1990-11-11,217.0091195
"4333",1990-11-12,212.988992125
"4334",1990-11-13,216.067616555
"4335",1990-11-14,215.95408878
"4336",1990-11-15,212.498178895
"4337",1990-11-16,211.611107075
"4338",1990-11-17,211.611107075
"4339",1990-11-18,211.611107075
"4340",1990-11-19,208.71941468
"4341",1990-11-20,213.497845385
"4342",1990-11-21,211.546411795
"4343",1990-11-22,212.79583939
"4344",1990-11-23,215.278831795
"4345",1990-11-24,215.278831795
"4346",1990-11-25,215.278831795
"4347",1990-11-26,216.739452155
"4348",1990-11-27,216.02376062
"4349",1990-11-28,217.21689088
"4350",1990-11-29,218.229931875
"4351",1990-11-30,217.712369635
"4352",1990-12-01,217.712369635
"4353",1990-12-02,217.712369635
"4354",1990-12-03,216.430905435
"4355",1990-12-04,212.641877065
"4356",1990-12-05,211.499134475
"4357",1990-12-06,208.300450535
"4358",1990-12-07,208.796862395
"4359",1990-12-08,208.796862395
"4360",1990-12-09,208.796862395
"4361",1990-12-10,209.44039381
"4362",1990-12-11,209.512242895
"4363",1990-12-12,208.264370475
"4364",1990-12-13,209.298872885
"4365",1990-12-14,210.01207614
"4366",1990-12-15,210.01207614
"4367",1990-12-16,210.01207614
"4368",1990-12-17,211.36881081
"4369",1990-12-18,212.93020651
"4370",1990-12-19,214.103119495
"4371",1990-12-20,217.087811355
"4372",1990-12-21,218.16741384
"4373",1990-12-22,218.16741384
"4374",1990-12-23,218.16741384
"4375",1990-12-24,215.83216306
"4376",1990-12-25,215.83216306
"4377",1990-12-26,215.83216306
"4378",1990-12-27,216.351280475
"4379",1990-12-28,217.02529332
"4380",1990-12-29,217.02529332
"4381",1990-12-30,217.02529332
"4382",1990-12-31,216.13386701
"4383",1991-01-01,216.13386701
"4384",1991-01-02,220.75211469
"4385",1991-01-03,217.651406775
"4386",1991-01-04,218.330707215
"4387",1991-01-05,218.330707215
"4388",1991-01-06,218.330707215
"4389",1991-01-07,223.32188586
"4390",1991-01-08,220.894257685
"4391",1991-01-09,219.11669266
"4392",1991-01-10,221.53530082
"4393",1991-01-11,221.95706428
"4394",1991-01-12,221.95706428
"4395",1991-01-13,221.95706428
"4396",1991-01-14,225.829761065
"4397",1991-01-15,227.784927075
"4398",1991-01-16,230.022512865
"4399",1991-01-17,216.306491435
"4400",1991-01-18,215.821276835
"4401",1991-01-19,215.821276835
"4402",1991-01-20,215.821276835
"4403",1991-01-21,213.76937894
"4404",1991-01-22,218.033357755
"4405",1991-01-23,216.881906185
"4406",1991-01-24,214.42255244
"4407",1991-01-25,214.52394985
"4408",1991-01-26,214.52394985
"4409",1991-01-27,214.52394985
"4410",1991-01-28,214.588956165
"4411",1991-01-29,216.5736705
"4412",1991-01-30,211.971285605
"4413",1991-01-31,211.83287503
"4414",1991-02-01,210.79837262
"4415",1991-02-02,210.79837262
"4416",1991-02-03,210.79837262
"4417",1991-02-04,210.202118525
"4418",1991-02-05,211.983104935
"4419",1991-02-06,208.506355705
"4420",1991-02-07,210.72807871
"4421",1991-02-08,215.11118393
"4422",1991-02-09,215.11118393
"4423",1991-02-10,215.11118393
"4424",1991-02-11,211.35512527
"4425",1991-02-12,212.031004325
"4426",1991-02-13,214.193319645
"4427",1991-02-14,215.34446018
"4428",1991-02-15,214.87293112
"4429",1991-02-16,214.87293112
"4430",1991-02-17,214.87293112
"4431",1991-02-18,213.867354965
"4432",1991-02-19,215.37120919
"4433",1991-02-20,216.41317644
"4434",1991-02-21,214.81134619
"4435",1991-02-22,212.29134062
"4436",1991-02-23,212.29134062
"4437",1991-02-24,212.29134062
"4438",1991-02-25,212.128669315
"4439",1991-02-26,212.30751444
"4440",1991-02-27,213.460521185
"4441",1991-02-28,215.14353157
"4442",1991-03-01,218.04611019
"4443",1991-03-02,218.04611019
"4444",1991-03-03,218.04611019
"4445",1991-03-04,218.707059565
"4446",1991-03-05,215.627813065
"4447",1991-03-06,216.562784275
"4448",1991-03-07,216.960909075
"4449",1991-03-08,218.85480119
"4450",1991-03-09,218.85480119
"4451",1991-03-10,218.85480119
"4452",1991-03-11,224.38749177
"4453",1991-03-12,216.164659475
"4454",1991-03-13,217.5627618
"4455",1991-03-14,216.81938815
"4456",1991-03-15,218.04362191
"4457",1991-03-16,218.04362191
"4458",1991-03-17,218.04362191
"4459",1991-03-18,220.40126721
"4460",1991-03-19,219.070970515
"4461",1991-03-20,219.694906725
"4462",1991-03-21,217.17272391
"4463",1991-03-22,216.632456115
"4464",1991-03-23,216.632456115
"4465",1991-03-24,216.632456115
"4466",1991-03-25,218.47596056
"4467",1991-03-26,216.29684935
"4468",1991-03-27,215.30589184
"4469",1991-03-28,215.927650805
"4470",1991-03-29,215.927650805
"4471",1991-03-30,215.927650805
"4472",1991-03-31,215.927650805
"4473",1991-04-01,215.927650805
"4474",1991-04-02,218.80503559
"4475",1991-04-03,218.52323788
"4476",1991-04-04,219.26412325
"4477",1991-04-05,219.43830285
"4478",1991-04-06,219.43830285
"4479",1991-04-07,219.43830285
"4480",1991-04-08,220.25134834
"4481",1991-04-09,223.240083655
"4482",1991-04-10,222.980680465
"4483",1991-04-11,222.802768445
"4484",1991-04-12,223.4164405
"4485",1991-04-13,223.4164405
"4486",1991-04-14,223.4164405
"4487",1991-04-15,228.51492622
"4488",1991-04-16,221.55085257
"4489",1991-04-17,221.45380965
"4490",1991-04-18,222.31351039
"4491",1991-04-19,222.56793702
"4492",1991-04-20,222.56793702
"4493",1991-04-21,222.56793702
"4494",1991-04-22,225.37471686
"4495",1991-04-23,223.730274815
"4496",1991-04-24,223.357032815
"4497",1991-04-25,222.775397365
"4498",1991-04-26,221.89672349
"4499",1991-04-27,221.89672349
"4500",1991-04-28,221.89672349
"4501",1991-04-29,220.10205154
"4502",1991-04-30,224.772242065
"4503",1991-05-01,224.018293225
"4504",1991-05-02,222.52003763
"4505",1991-05-03,220.493644605
"4506",1991-05-04,220.493644605
"4507",1991-05-05,220.493644605
"4508",1991-05-06,220.493644605
"4509",1991-05-07,225.66957804
"4510",1991-05-08,226.281383885
"4511",1991-05-09,227.06612519
"4512",1991-05-10,226.991165755
"4513",1991-05-11,226.991165755
"4514",1991-05-12,226.991165755
"4515",1991-05-13,227.817274715
"4516",1991-05-14,227.40888576
"4517",1991-05-15,229.674153665
"4518",1991-05-16,226.660224515
"4519",1991-05-17,226.39864408
"4520",1991-05-18,226.39864408
"4521",1991-05-19,226.39864408
"4522",1991-05-20,223.532456555
"4523",1991-05-21,228.59952774
"4524",1991-05-22,228.928913805
"4525",1991-05-23,228.37558254
"4526",1991-05-24,231.500551185
"4527",1991-05-25,231.500551185
"4528",1991-05-26,231.500551185
"4529",1991-05-27,231.500551185
"4530",1991-05-28,228.46578269
"4531",1991-05-29,232.404418895
"4532",1991-05-30,233.005338515
"4533",1991-05-31,234.123820375
"4534",1991-06-01,234.123820375
"4535",1991-06-02,234.123820375
"4536",1991-06-03,234.125686585
"4537",1991-06-04,236.69017016
"4538",1991-06-05,236.646936295
"4539",1991-06-06,238.1221753
"4540",1991-06-07,240.25089884
"4541",1991-06-08,240.25089884
"4542",1991-06-09,240.25089884
"4543",1991-06-10,241.239679105
"4544",1991-06-11,242.75473059
"4545",1991-06-12,242.098135705
"4546",1991-06-13,240.731447915
"4547",1991-06-14,239.92555623
"4548",1991-06-15,239.92555623
"4549",1991-06-16,239.92555623
"4550",1991-06-17,238.486397285
"4551",1991-06-18,243.248343135
"4552",1991-06-19,241.70840885
"4553",1991-06-20,241.501570575
"4554",1991-06-21,239.63691575
"4555",1991-06-22,239.63691575
"4556",1991-06-23,239.63691575
"4557",1991-06-24,232.36429538
"4558",1991-06-25,238.73678046
"4559",1991-06-26,240.102535145
"4560",1991-06-27,239.02106645
"4561",1991-06-28,242.160342705
"4562",1991-06-29,242.160342705
"4563",1991-06-30,242.160342705
"4564",1991-07-01,242.198911045
"4565",1991-07-02,263.99904316
"4566",1991-07-03,301.25668167
"4567",1991-07-04,298.75222785
"4568",1991-07-05,300.23151031
"4569",1991-07-06,300.23151031
"4570",1991-07-07,300.23151031
"4571",1991-07-08,290.024274715
"4572",1991-07-09,297.04713398
"4573",1991-07-10,299.23930866
"4574",1991-07-11,295.696931045
"4575",1991-07-12,295.55541012
"4576",1991-07-13,295.55541012
"4577",1991-07-14,295.55541012
"4578",1991-07-15,290.75614007
"4579",1991-07-16,297.795173155
"4580",1991-07-17,297.6667157
"4581",1991-07-18,296.858335735
"4582",1991-07-19,297.357235875
"4583",1991-07-20,297.357235875
"4584",1991-07-21,297.357235875
"4585",1991-07-22,294.183434735
"4586",1991-07-23,294.08048215
"4587",1991-07-24,292.968532025
"4588",1991-07-25,291.79561904
"4589",1991-07-26,291.67866988
"4590",1991-07-27,291.67866988
"4591",1991-07-28,291.67866988
"4592",1991-07-29,289.57669535
"4593",1991-07-30,289.29116522
"4594",1991-07-31,290.754584895
"4595",1991-08-01,290.67775925
"4596",1991-08-02,288.082794245
"4597",1991-08-03,288.082794245
"4598",1991-08-04,288.082794245
"4599",1991-08-05,281.361327895
"4600",1991-08-06,283.95504876
"4601",1991-08-07,284.047426155
"4602",1991-08-08,284.662653385
"4603",1991-08-09,287.00630211
"4604",1991-08-10,287.00630211
"4605",1991-08-11,287.00630211
"4606",1991-08-12,288.04578108
"4607",1991-08-13,286.52170958
"4608",1991-08-14,287.805351025
"4609",1991-08-15,289.27934589
"4610",1991-08-16,288.69335595
"4611",1991-08-17,288.69335595
"4612",1991-08-18,288.69335595
"4613",1991-08-19,290.42457676
"4614",1991-08-20,286.30958371
"4615",1991-08-21,286.867891535
"4616",1991-08-22,287.01749937
"4617",1991-08-23,285.88906439
"4618",1991-08-24,285.88906439
"4619",1991-08-25,285.88906439
"4620",1991-08-26,284.24431131
"4621",1991-08-27,285.34226486
"4622",1991-08-28,284.854250945
"4623",1991-08-29,281.03816253
"4624",1991-08-30,278.49016381
"4625",1991-08-31,278.49016381
"4626",1991-09-01,278.49016381
"4627",1991-09-02,277.787535745
"4628",1991-09-03,279.194036015
"4629",1991-09-04,279.11596623
"4630",1991-09-05,278.55859151
"4631",1991-09-06,279.27770443
"4632",1991-09-07,279.27770443
"4633",1991-09-08,279.27770443
"4634",1991-09-09,280.461192605
"4635",1991-09-10,281.602691055
"4636",1991-09-11,276.94183158
"4637",1991-09-12,277.428601355
"4638",1991-09-13,276.555837145
"4639",1991-09-14,276.555837145
"4640",1991-09-15,276.555837145
"4641",1991-09-16,273.65854612
"4642",1991-09-17,279.31067414
"4643",1991-09-18,280.51562373
"4644",1991-09-19,280.742990315
"4645",1991-09-20,280.46585813
"4646",1991-09-21,280.46585813
"4647",1991-09-22,280.46585813
"4648",1991-09-23,281.040339775
"4649",1991-09-24,283.21727374
"4650",1991-09-25,283.23406963
"4651",1991-09-26,281.969712355
"4652",1991-09-27,280.041917425
"4653",1991-09-28,280.041917425
"4654",1991-09-29,280.041917425
"4655",1991-09-30,283.679782785
"4656",1991-10-01,283.603890245
"4657",1991-10-02,284.84771921
"4658",1991-10-03,285.79575389
"4659",1991-10-04,285.147867985
"4660",1991-10-05,285.147867985
"4661",1991-10-06,285.147867985
"4662",1991-10-07,288.143135035
"4663",1991-10-08,287.520754
"4664",1991-10-09,287.077529125
"4665",1991-10-10,288.26039523
"4666",1991-10-11,286.77240379
"4667",1991-10-12,286.77240379
"4668",1991-10-13,286.77240379
"4669",1991-10-14,287.20909693
"4670",1991-10-15,287.20660865
"4671",1991-10-16,286.582361405
"4672",1991-10-17,287.48654015
"4673",1991-10-18,287.628061075
"4674",1991-10-19,287.628061075
"4675",1991-10-20,287.628061075
"4676",1991-10-21,292.332154415
"4677",1991-10-22,291.306983055
"4678",1991-10-23,290.750852475
"4679",1991-10-24,289.478719325
"4680",1991-10-25,290.417422955
"4681",1991-10-26,290.417422955
"4682",1991-10-27,290.417422955
"4683",1991-10-28,287.68373634
"4684",1991-10-29,286.573652425
"4685",1991-10-30,288.884642475
"4686",1991-10-31,287.439573865
"4687",1991-11-01,287.54750301
"4688",1991-11-02,287.54750301
"4689",1991-11-03,287.54750301
"4690",1991-11-04,285.63090534
"4691",1991-11-05,286.08315023
"4692",1991-11-06,284.197345025
"4693",1991-11-07,284.197345025
"4694",1991-11-08,283.77216018
"4695",1991-11-09,283.77216018
"4696",1991-11-10,283.77216018
"4697",1991-11-11,284.59018223
"4698",1991-11-12,284.56156701
"4699",1991-11-13,286.17210624
"4700",1991-11-14,285.38518769
"4701",1991-11-15,285.08970444
"4702",1991-11-16,285.08970444
"4703",1991-11-17,285.08970444
"4704",1991-11-18,290.78848771
"4705",1991-11-19,291.078683365
"4706",1991-11-20,290.775735275
"4707",1991-11-21,291.958290345
"4708",1991-11-22,295.08823555
"4709",1991-11-23,295.08823555
"4710",1991-11-24,295.08823555
"4711",1991-11-25,296.40142532
"4712",1991-11-26,293.95171366
"4713",1991-11-27,295.177502595
"4714",1991-11-28,294.005522715
"4715",1991-11-29,294.448436555
"4716",1991-11-30,294.448436555
"4717",1991-12-01,294.448436555
"4718",1991-12-02,296.662383685
"4719",1991-12-03,289.58167191
"4720",1991-12-04,292.54956788
"4721",1991-12-05,292.370100685
"4722",1991-12-06,295.60828607
"4723",1991-12-07,295.60828607
"4724",1991-12-08,295.60828607
"4725",1991-12-09,298.511797795
"4726",1991-12-10,295.6885331
"4727",1991-12-11,294.43319584
"4728",1991-12-12,288.969243995
"4729",1991-12-13,288.87313418
"4730",1991-12-14,288.87313418
"4731",1991-12-15,288.87313418
"4732",1991-12-16,288.640791035
"4733",1991-12-17,286.87069085
"4734",1991-12-18,287.66134182
"4735",1991-12-19,287.980152695
"4736",1991-12-20,287.147512
"4737",1991-12-21,287.147512
"4738",1991-12-22,287.147512
"4739",1991-12-23,286.29029954
"4740",1991-12-24,288.939384635
"4741",1991-12-25,288.939384635
"4742",1991-12-26,288.939384635
"4743",1991-12-27,283.16439779
"4744",1991-12-28,283.16439779
